,Oxidative_Stress,synapses,Abeta,NMDAR,Atrophy
28,1.0,0.14090301576223643,0.5705498386798604,0.10860413430116075,0.633138304397958
29,0.6948176916280865,0.07579760842371693,0.2717882253829962,0.035738931239565834,0.09364005610334837
30,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
31,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
32,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
33,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
34,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
35,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
36,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
37,1.0,0.038321075084014014,0.0681798768961599,0.05449596484353773,0.1332356522777384
38,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
39,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
40,1.0,0.038321075084014014,0.0681798768961599,0.05449596484353773,0.1332356522777384
41,1.0,0.038321075084014014,0.0681798768961599,0.05449596484353773,0.1332356522777384
42,0.6948176916280865,0.07579760842371693,0.2717882253829962,0.035738931239565834,0.09364005610334837
43,0.5044240665266523,0.0796402171328536,0.18289620673916007,0.01797164383347251,0.4499120665181503
44,0.5044240665266523,0.060410292764844095,0.13141987061605614,0.01797164383347251,0.4499120665181503
45,0.6948176916280865,0.07898364960750505,0.2742267946251456,0.035738931239565834,0.10256892125712087
46,0.6948176916280865,0.07898364960750505,0.2742267946251456,0.035738931239565834,0.10256892125712087
47,0.6948176916280865,0.07898364960750505,0.2742267946251456,0.035738931239565834,0.10256892125712087
48,0.6948176916280865,0.07898364960750505,0.2742267946251456,0.035738931239565834,0.10256892125712087
49,0.6948176916280865,0.07898364960750505,0.2742267946251456,0.035738931239565834,0.10256892125712087
50,0.6948176916280865,0.07898364960750505,0.2742267946251456,0.035738931239565834,0.10256892125712087
51,0.6948176916280865,0.11126237773572097,0.40739874486423355,0.029336646994081072,0.10080632910028373
52,0.6948176916280865,0.11126237773572097,0.5146650296795866,0.029336646994081072,0.10080632910028373
53,0.6948176916280865,0.11126237773572097,0.23322714344137638,0.029336646994081072,0.10080632910028373
54,0.5044240665266523,0.04658748299557069,0.13173299741830027,0.01797164383347251,0.4499120665181503
55,0.5044240665266523,0.060410292764844095,0.13141987061605614,0.01797164383347251,0.4499120665181503
56,0.5044240665266523,0.04658748299557069,0.13173299741830027,0.01797164383347251,0.4499120665181503
57,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
58,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
59,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
60,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
61,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
62,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
63,0.5044240665266523,0.17533339911887666,0.19987511464999172,0.21930062259058578,0.22495603325907515
64,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
65,0.5044240665266523,0.12019716499952525,0.14990633598749378,0.14620041506039053,0.15650017111428127
66,0.5044240665266523,0.17533339911887666,0.19987511464999172,0.21930062259058578,0.22495603325907515
67,0.5044240665266523,0.14088509264896862,0.15125802825363294,0.1597797881606723,0.22495603325907515
68,0.5044240665266523,0.14088509264896862,0.15125802825363294,0.1597797881606723,0.22495603325907515
69,0.5044240665266523,0.17275477422761115,0.19987511464999172,0.21930062259058578,0.22495603325907515
70,0.5044240665266523,0.14088509264896862,0.15125802825363294,0.1597797881606723,0.22495603325907515
71,0.5044240665266523,0.14571185402993783,0.15125802825363294,0.1597797881606723,0.22495603325907515
72,0.5044240665266523,0.14824532350739159,0.19987511464999172,0.21930062259058578,0.22495603325907515
73,0.5044240665266523,0.14088509264896862,0.15125802825363294,0.1597797881606723,0.22495603325907515
74,0.5044240665266523,0.06155328679769995,0.18289620673916007,0.01797164383347251,0.4499120665181503
75,0.5044240665266523,0.048166097840289954,0.12193080449277337,0.01797164383347251,0.4499120665181503
76,0.5044240665266523,0.06155328679769995,0.18289620673916007,0.01797164383347251,0.4499120665181503
77,0.5044240665266523,0.17533339911887666,0.19987511464999172,0.21930062259058578,0.22495603325907515
78,0.5044240665266523,0.05479982931781922,0.16615493043445093,0.01797164383347251,0.4499120665181503
79,0.5044240665266523,0.048166097840289954,0.12193080449277337,0.01797164383347251,0.4499120665181503
80,0.5044240665266523,0.048166097840289954,0.12193080449277337,0.01797164383347251,0.4499120665181503
81,0.5044240665266523,0.048166097840289954,0.12193080449277337,0.01797164383347251,0.4499120665181503
82,0.5044240665266523,0.048166097840289954,0.12193080449277337,0.01797164383347251,0.4499120665181503
83,0.5044240665266523,0.13435416593397656,0.15125802825363294,0.13114666262066813,0.22495603325907515
84,0.5044240665266523,0.18387017479889714,0.15125802825363294,0.16508212712115983,0.22495603325907515
85,0.5044240665266523,0.13435416593397656,0.15125802825363294,0.13114666262066813,0.22495603325907515
86,0.5044240665266523,0.13435416593397656,0.15125802825363294,0.13114666262066813,0.22495603325907515
87,0.5044240665266523,0.14571185402993783,0.15125802825363294,0.1597797881606723,0.22495603325907515
88,0.5044240665266523,0.14824532350739159,0.19987511464999172,0.21930062259058578,0.22495603325907515
89,0.5044240665266523,0.14824532350739159,0.19987511464999172,0.21930062259058578,0.22495603325907515
90,0.5044240665266523,0.14824532350739159,0.19987511464999172,0.21930062259058578,0.22495603325907515
91,0.5044240665266523,0.17533339911887666,0.19987511464999172,0.21930062259058578,0.22495603325907515
92,0.5044240665266523,0.17533339911887666,0.19987511464999172,0.21930062259058578,0.22495603325907515
93,0.5044240665266523,0.11303468712719374,0.16735806324728755,0.21930062259058578,0.20038869525886563
94,0.5044240665266523,0.17533339911887666,0.19987511464999172,0.21930062259058578,0.22495603325907515
95,0.6948176916280865,0.07898364960750505,0.2742267946251456,0.035738931239565834,0.10256892125712087
96,0.5044240665266523,0.04658748299557069,0.13173299741830027,0.01797164383347251,0.4499120665181503
97,0.5044240665266523,0.11709816292493992,0.12669986227687602,0.1597797881606723,0.22495603325907515
98,0.5044240665266523,0.11709816292493992,0.12669986227687602,0.1597797881606723,0.22495603325907515
99,1.0,0.008004530968059956,0.0,0.0,0.019588446824693486
100,1.0,0.008004530968059956,0.0,0.0,0.019588446824693486
101,1.0,0.008004530968059956,0.0,0.0,0.019588446824693486
102,1.0,0.008004530968059956,0.0,0.0,0.019588446824693486
103,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
104,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
105,1.0,0.008004530968059956,0.0,0.0,0.019588446824693486
106,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
107,1.0,0.03916622723692692,0.45257150535526586,0.019084490604334828,0.019588446824693486
108,0.5044240665266523,0.06155328679769995,0.18289620673916007,0.01797164383347251,0.4499120665181503
109,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
110,1.0,0.019358275702890844,0.1588907023991041,0.23183955497473333,0.019588446824693486
111,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
112,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
113,1.0,0.008004530968059956,0.0,0.0,0.019588446824693486
114,0.5044240665266523,0.06155328679769995,0.18289620673916007,0.01797164383347251,0.4499120665181503
115,0.5044240665266523,0.06155328679769995,0.18289620673916007,0.01797164383347251,0.4499120665181503
116,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
117,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
118,1.0,0.3050832626665816,0.720162002279651,0.1533639561495737,0.633138304397958
119,1.0,0.1835907971538043,0.6683765541047558,0.1533639561495737,0.633138304397958
120,0.0,1.0,1.0,1.0,0.5860913298952135
121,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
122,1.0,0.1835907971538043,0.6683765541047558,0.1533639561495737,0.633138304397958
123,1.0,0.03916622723692692,0.37489640783006956,0.019084490604334828,0.019588446824693486
124,1.0,0.008004530968059956,0.07767509752519634,0.0,0.019588446824693486
125,1.0,0.03916622723692692,0.37489640783006956,0.019084490604334828,0.019588446824693486
126,1.0,0.12659030219218637,0.5090093547440854,0.1533639561495737,0.4935281876867127
127,1.0,0.1481109252896478,0.5624255091976736,0.1533639561495737,0.4935281876867127
128,1.0,0.09192901380459441,0.4552960927738228,0.10860413430116075,0.633138304397958
129,1.0,0.09192901380459441,0.4552960927738228,0.10860413430116075,0.633138304397958
130,1.0,0.09192901380459441,0.4552960927738228,0.10860413430116075,0.633138304397958
131,1.0,0.21886768202884507,0.8497788003922447,0.27150750447934907,1.0
132,1.0,0.12632597420986927,0.5271159535223168,0.1533639561495737,0.44777601856102434
133,1.0,0.12632597420986927,0.5271159535223168,0.1533639561495737,0.44777601856102434
134,1.0,0.12704810026365368,0.5061389023691958,0.1533639561495737,0.633138304397958
135,1.0,0.11799181077868025,0.4869889433110457,0.07044081563959673,0.42778017471301033
136,1.0,0.12704810026365368,0.5061389023691958,0.1533639561495737,0.633138304397958
137,1.0,0.12632597420986927,0.5271159535223168,0.1533639561495737,0.44777601856102434
138,1.0,0.13455802634192415,0.5078533776302263,0.33089396321243786,0.42373592442129104
139,1.0,0.04997438495880573,0.1285094461962858,0.0978353082859369,0.09425211890573877
140,1.0,0.04997438495880573,0.1285094461962858,0.0978353082859369,0.09425211890573877
141,1.0,0.04997438495880573,0.1285094461962858,0.0978353082859369,0.09425211890573877
142,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
143,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
144,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
145,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
146,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
147,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
148,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
149,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
150,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
151,0.6948176916280865,0.11126237773572097,0.4054381721388997,0.035738931239565834,0.10080632910028373
152,1.0,0.0454804182119251,0.15653868498777024,0.39189464281205155,0.06447846742647816
153,1.0,0.0454804182119251,0.15653868498777024,0.39189464281205155,0.06447846742647816
154,1.0,0.0454804182119251,0.15653868498777024,0.39189464281205155,0.06447846742647816
155,1.0,0.12659030219218637,0.5090093547440854,0.1533639561495737,0.4935281876867127
156,1.0,0.1835907971538043,0.6683765541047558,0.1533639561495737,0.633138304397958
157,1.0,0.13455802634192415,0.5078533776302263,0.33089396321243786,0.42373592442129104
158,1.0,0.0454804182119251,0.14308384081750622,0.39189464281205155,0.06447846742647816
159,1.0,0.0454804182119251,0.14308384081750622,0.39189464281205155,0.06447846742647816
160,1.0,0.0454804182119251,0.15653868498777024,0.39189464281205155,0.06447846742647816
161,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
162,1.0,0.027061851840656206,0.092943415521198,0.026323526487012465,0.10789348372883813
163,1.0,0.0454804182119251,0.184352692401344,0.39189464281205155,0.06447846742647816
164,1.0,0.23223626501644556,0.1349673758802077,0.42062960134769906,0.0
165,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
166,0.5044240665266523,0.11303468712719374,0.16735806324728755,0.21930062259058578,0.20038869525886563
167,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
168,0.661158591502411,0.0,0.20880371782967813,0.0004621632647707964,0.16262100711060248
169,0.5044240665266523,0.06155328679769995,0.18289620673916007,0.01797164383347251,0.4499120665181503
170,0.5044240665266523,0.14824532350739159,0.19987511464999172,0.21930062259058578,0.22495603325907515
171,0.5044240665266523,0.06155328679769995,0.18289620673916007,0.01797164383347251,0.4499120665181503
172,1.0,0.12743024985181806,0.4868195867352474,0.1533639561495737,0.4540613418278585
173,1.0,0.008004530968059956,0.07767509752519634,0.0,0.019588446824693486
174,1.0,0.008004530968059956,0.07767509752519634,0.0,0.019588446824693486
175,1.0,0.03916622723692692,0.37489640783006956,0.019084490604334828,0.019588446824693486
176,1.0,0.09192901380459441,0.4552960927738228,0.10860413430116075,0.633138304397958
177,1.0,0.12632597420986927,0.5271159535223168,0.1533639561495737,0.44777601856102434
178,1.0,0.008004530968059956,0.0,0.0,0.019588446824693486
179,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
180,0.5044240665266523,0.08206811337453367,0.1574466721686415,0.10121113383622028,0.17996099641064123
